epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,128.058,1.38504,2.07878,0.03363,0.62931,0.73993,0.77635,0.41047,1.69599,1.03906,0.06129,0.000957205,0.000957205,0.000957205
22,134.182,1.47651,2.12489,0.03659,0.66051,0.7513,0.79898,0.43883,1.70928,1.01622,0.06178,0.000952889,0.000952889,0.000952889
23,140.167,1.4262,2.03929,0.03419,0.71364,0.75261,0.81411,0.45159,1.63712,1.05925,0.05858,0.000948377,0.000948377,0.000948377
24,146.102,1.45417,2.08213,0.03546,0.72644,0.79709,0.83926,0.3139,2.11675,1.17297,0.08072,0.000943671,0.000943671,0.000943671
25,151.979,1.43535,2.02776,0.03411,0.71275,0.81538,0.81749,0.41812,1.71746,0.99658,0.06061,0.000938772,0.000938772,0.000938772
26,157.924,1.44342,1.92658,0.03555,0.77209,0.80833,0.83526,0.48472,1.46937,0.87147,0.05205,0.000933683,0.000933683,0.000933683
27,163.937,1.44561,1.99828,0.03686,0.70644,0.80446,0.81968,0.35925,1.95582,0.99584,0.07425,0.000928405,0.000928405,0.000928405
28,170.006,1.40617,1.90875,0.0347,0.77707,0.78468,0.87083,0.47714,1.57014,0.85484,0.0566,0.000922942,0.000922942,0.000922942
29,176.087,1.45577,1.8689,0.03463,0.75777,0.83452,0.88801,0.50741,1.42385,0.85985,0.05011,0.000917296,0.000917296,0.000917296
30,182.078,1.43175,1.82301,0.03395,0.74495,0.86354,0.85217,0.40451,1.78222,0.97477,0.06483,0.000911469,0.000911469,0.000911469
31,188.167,1.42881,1.84641,0.03494,0.78063,0.83686,0.86459,0.4962,1.4191,0.85917,0.04804,0.000905463,0.000905463,0.000905463
32,194.054,1.38474,1.85027,0.03336,0.82125,0.7588,0.87682,0.46646,1.57954,0.82171,0.05449,0.000899282,0.000899282,0.000899282
33,199.861,1.35883,1.80044,0.03336,0.82125,0.85696,0.90485,0.46016,1.75619,0.78783,0.06358,0.000892928,0.000892928,0.000892928
34,205.912,1.3782,1.8607,0.03338,0.73525,0.86134,0.88274,0.57335,1.27308,0.75271,0.04257,0.000886404,0.000886404,0.000886404
35,211.923,1.36532,1.75133,0.03243,0.75153,0.88259,0.89768,0.56107,1.33345,0.72642,0.04666,0.000879713,0.000879713,0.000879713
36,217.846,1.41729,1.73361,0.03558,0.80652,0.83621,0.89971,0.52034,1.48835,0.76099,0.05252,0.000872857,0.000872857,0.000872857
37,223.891,1.40537,1.77505,0.03351,0.77422,0.87589,0.90668,0.53479,1.49107,0.72979,0.05218,0.000865839,0.000865839,0.000865839
38,229.74,1.38674,1.76975,0.03432,0.77512,0.87009,0.91683,0.53294,1.4488,0.71565,0.05055,0.000858664,0.000858664,0.000858664
39,235.664,1.43475,1.66964,0.03493,0.89503,0.85579,0.94666,0.55054,1.4289,0.63854,0.05004,0.000851333,0.000851333,0.000851333
40,241.855,1.34808,1.73243,0.03308,0.85262,0.86601,0.92712,0.58048,1.34236,0.67472,0.04557,0.000843851,0.000843851,0.000843851
41,247.787,1.36154,1.6765,0.03231,0.87113,0.83978,0.93879,0.58324,1.38072,0.65019,0.04695,0.00083622,0.00083622,0.00083622
42,253.829,1.3715,1.70959,0.03272,0.81523,0.88953,0.93864,0.55885,1.39822,0.64741,0.04801,0.000828443,0.000828443,0.000828443
43,259.858,1.42399,1.76928,0.03465,0.92443,0.88562,0.96413,0.50314,1.65696,0.6402,0.05851,0.000820525,0.000820525,0.000820525
44,265.737,1.39172,1.69286,0.03359,0.78783,0.92567,0.94947,0.60426,1.30174,0.60381,0.04399,0.000812468,0.000812468,0.000812468
45,271.79,1.40309,1.62016,0.03391,0.87912,0.92375,0.96463,0.63785,1.28967,0.57181,0.04557,0.000804277,0.000804277,0.000804277
46,277.771,1.41416,1.67893,0.03563,0.88652,0.8888,0.95556,0.53453,1.66653,0.65777,0.06126,0.000795954,0.000795954,0.000795954
47,283.688,1.38055,1.69337,0.03331,0.83907,0.87611,0.93742,0.6475,1.15306,0.58705,0.03854,0.000787503,0.000787503,0.000787503
48,289.821,1.3838,1.63538,0.03408,0.81457,0.94375,0.95323,0.57633,1.39548,0.58789,0.04802,0.000778929,0.000778929,0.000778929
49,296.072,1.37593,1.58784,0.03277,0.86459,0.87648,0.94997,0.51783,1.53544,0.65643,0.05414,0.000770234,0.000770234,0.000770234
50,302.077,1.35043,1.64528,0.03219,0.92478,0.90837,0.9585,0.63114,1.22226,0.54725,0.04153,0.000761423,0.000761423,0.000761423
51,308.235,1.4005,1.58993,0.03432,0.82832,0.85209,0.91123,0.57307,1.34255,0.66202,0.04788,0.0007525,0.0007525,0.0007525
52,314.201,1.3536,1.58114,0.03308,0.8867,0.83133,0.9285,0.59057,1.31005,0.63336,0.0445,0.000743468,0.000743468,0.000743468
53,320.386,1.39472,1.66154,0.03388,0.88071,0.91417,0.95989,0.6216,1.29952,0.56411,0.04445,0.000734332,0.000734332,0.000734332
54,326.475,1.33944,1.56262,0.03289,0.8635,0.93352,0.95744,0.58529,1.40438,0.55803,0.04808,0.000725094,0.000725094,0.000725094
55,332.798,1.32875,1.4608,0.03233,0.86792,0.94606,0.95958,0.6824,1.07534,0.47888,0.03596,0.000715761,0.000715761,0.000715761
56,339.047,1.35632,1.51316,0.03271,0.87501,0.91494,0.96536,0.69993,1.00629,0.46382,0.03207,0.000706335,0.000706335,0.000706335
57,345.289,1.32,1.419,0.03216,0.88049,0.89938,0.9625,0.63804,1.22618,0.54101,0.04215,0.00069682,0.00069682,0.00069682
58,354.165,1.30283,1.55541,0.03153,0.9004,0.95342,0.97077,0.65955,1.1675,0.46449,0.03954,0.000687222,0.000687222,0.000687222
59,362.313,1.27977,1.4102,0.03028,0.89861,0.93723,0.97808,0.66248,1.20371,0.46487,0.04093,0.000677543,0.000677543,0.000677543
60,369.423,1.32207,1.53365,0.0313,0.91204,0.95437,0.98038,0.65283,1.24774,0.44797,0.04288,0.000667789,0.000667789,0.000667789
61,375.498,1.33544,1.47064,0.03188,0.93044,0.91107,0.97367,0.6689,1.20422,0.4443,0.041,0.000657963,0.000657963,0.000657963
62,381.517,1.31816,1.49072,0.03229,0.87506,0.90103,0.96631,0.64085,1.27001,0.49029,0.04352,0.000648071,0.000648071,0.000648071
63,387.548,1.39612,1.49328,0.03269,0.94159,0.86824,0.96216,0.63786,1.22857,0.50116,0.04215,0.000638115,0.000638115,0.000638115
64,393.575,1.36868,1.51396,0.03297,0.93499,0.87367,0.96537,0.6533,1.13483,0.46167,0.03892,0.000628101,0.000628101,0.000628101
65,399.515,1.36278,1.51327,0.03298,0.86997,0.96414,0.96743,0.57648,1.40533,0.52487,0.04925,0.000618034,0.000618034,0.000618034
66,405.575,1.32268,1.52062,0.03169,0.88418,0.90815,0.96584,0.68324,1.00634,0.46521,0.03321,0.000607916,0.000607916,0.000607916
67,411.682,1.33105,1.48159,0.03187,0.90326,0.92164,0.9624,0.6622,1.11422,0.4781,0.03774,0.000597754,0.000597754,0.000597754
68,417.526,1.33148,1.42036,0.03371,0.89264,0.9317,0.95834,0.56912,1.51372,0.5486,0.05378,0.000587551,0.000587551,0.000587551
69,423.422,1.3904,1.50122,0.03336,0.94679,0.89016,0.96872,0.69841,1.01068,0.47942,0.03325,0.000577311,0.000577311,0.000577311
70,429.457,1.34204,1.41473,0.0317,0.90713,0.90234,0.96236,0.71954,0.92787,0.46097,0.03052,0.00056704,0.00056704,0.00056704
71,435.489,1.36562,1.42306,0.03271,0.92296,0.90698,0.96974,0.64619,1.25662,0.45766,0.04244,0.000556742,0.000556742,0.000556742
72,441.515,1.3219,1.39268,0.03281,0.86658,0.92028,0.96719,0.61829,1.33036,0.50349,0.0452,0.000546421,0.000546421,0.000546421
73,447.578,1.32035,1.38356,0.0308,0.89338,0.91373,0.97083,0.72103,1.00192,0.42063,0.03266,0.000536081,0.000536081,0.000536081
74,453.651,1.34286,1.52426,0.03259,0.93317,0.9574,0.98308,0.70335,1.04402,0.39226,0.03485,0.000525728,0.000525728,0.000525728
75,459.591,1.2612,1.39525,0.03139,0.96665,0.93346,0.98373,0.59977,1.34772,0.44802,0.04683,0.000515366,0.000515366,0.000515366
76,465.722,1.34681,1.421,0.03266,0.92316,0.89531,0.97347,0.60064,1.33382,0.48686,0.04589,0.000505,0.000505,0.000505
77,472.545,1.28026,1.40289,0.03155,0.93272,0.88578,0.95362,0.6949,1.03454,0.4952,0.03434,0.000494634,0.000494634,0.000494634
78,479.939,1.27444,1.38453,0.02946,0.9269,0.89798,0.95047,0.69588,0.99171,0.51724,0.0328,0.000484272,0.000484272,0.000484272
79,486.047,1.28238,1.37438,0.03036,0.85376,0.92066,0.96553,0.60767,1.32382,0.52068,0.04585,0.000473919,0.000473919,0.000473919
80,492.095,1.24167,1.27857,0.03019,0.95212,0.87677,0.97135,0.61762,1.3466,0.47944,0.04654,0.000463579,0.000463579,0.000463579
81,498.117,1.28328,1.30069,0.0304,0.90841,0.95922,0.97983,0.69678,1.13167,0.40511,0.03743,0.000453258,0.000453258,0.000453258
82,504.843,1.28497,1.3401,0.02973,0.91624,0.92751,0.97388,0.67042,1.1934,0.40604,0.0412,0.00044296,0.00044296,0.00044296
83,511.985,1.31251,1.23963,0.03095,0.89863,0.94066,0.97593,0.65606,1.22802,0.44351,0.04224,0.000432689,0.000432689,0.000432689
84,519.864,1.27993,1.21954,0.02981,0.93294,0.91903,0.9711,0.6374,1.26662,0.44909,0.04374,0.000422449,0.000422449,0.000422449
85,526.34,1.28531,1.31258,0.03137,0.93079,0.9231,0.97253,0.66392,1.12368,0.42709,0.03797,0.000412246,0.000412246,0.000412246
86,532.911,1.27059,1.21263,0.02933,0.94918,0.91911,0.97846,0.70817,1.01489,0.39123,0.03402,0.000402084,0.000402084,0.000402084
87,538.91,1.26304,1.21585,0.03052,0.90683,0.95064,0.96869,0.70428,1.00797,0.39489,0.03364,0.000391966,0.000391966,0.000391966
88,544.88,1.22802,1.19499,0.02919,0.91059,0.97263,0.97094,0.71039,0.98726,0.37971,0.03253,0.000381899,0.000381899,0.000381899
89,550.858,1.23414,1.28378,0.02805,0.94905,0.95221,0.98416,0.71978,0.97021,0.35726,0.03201,0.000371885,0.000371885,0.000371885
90,556.931,1.2619,1.33834,0.03185,0.93354,0.96821,0.9847,0.69548,1.03296,0.36511,0.03461,0.000361929,0.000361929,0.000361929
91,562.944,1.28126,1.30951,0.03039,0.94317,0.97086,0.97774,0.69851,1.02769,0.37353,0.03471,0.000352037,0.000352037,0.000352037
92,569.093,1.25001,1.33613,0.03072,0.93163,0.94968,0.97232,0.69563,1.08478,0.3831,0.03661,0.000342211,0.000342211,0.000342211
93,575.059,1.25514,1.31348,0.03027,0.9311,0.94293,0.9732,0.69641,1.09627,0.37776,0.03617,0.000332457,0.000332457,0.000332457
94,581.034,1.27088,1.33237,0.03002,0.91423,0.95145,0.97875,0.69058,1.10599,0.39021,0.03684,0.000322778,0.000322778,0.000322778
95,587.15,1.28589,1.3575,0.03143,0.94057,0.88656,0.9734,0.70785,1.00905,0.40922,0.03326,0.00031318,0.00031318,0.00031318
96,593.12,1.18647,1.21726,0.02693,0.90387,0.97401,0.97847,0.7095,1.04224,0.38629,0.03444,0.000303665,0.000303665,0.000303665
97,599.046,1.24016,1.25134,0.02911,0.9699,0.91112,0.98312,0.68823,1.11162,0.39036,0.0367,0.000294239,0.000294239,0.000294239
98,605.108,1.24026,1.26203,0.0295,0.92574,0.92187,0.97631,0.70879,1.05494,0.42825,0.03471,0.000284906,0.000284906,0.000284906
99,611.112,1.22618,1.22714,0.02933,0.91104,0.96256,0.97919,0.70684,1.02292,0.39032,0.03359,0.000275668,0.000275668,0.000275668
100,617.254,1.23622,1.25629,0.02911,0.91997,0.92675,0.97316,0.69725,1.03303,0.40932,0.03396,0.000266532,0.000266532,0.000266532
101,623.186,1.28972,1.30544,0.03066,0.88897,0.95309,0.97689,0.70828,1.03255,0.42198,0.03411,0.0002575,0.0002575,0.0002575
102,629.075,1.2056,1.21228,0.02917,0.94933,0.89676,0.98,0.72354,0.95684,0.40755,0.0311,0.000248577,0.000248577,0.000248577
103,635.097,1.22503,1.20911,0.02906,0.94472,0.94446,0.98126,0.75789,0.86335,0.3773,0.02782,0.000239766,0.000239766,0.000239766
104,641.224,1.25377,1.26964,0.02935,0.92412,0.94426,0.98017,0.75896,0.85312,0.37422,0.02733,0.000231071,0.000231071,0.000231071
105,647.198,1.22686,1.21761,0.02872,0.93951,0.94466,0.98089,0.7539,0.87619,0.36205,0.02838,0.000222497,0.000222497,0.000222497
106,653.218,1.23576,1.26809,0.03013,0.95247,0.93583,0.98234,0.72383,0.99993,0.34534,0.03338,0.000214046,0.000214046,0.000214046
107,659.274,1.20722,1.18839,0.02928,0.92955,0.9647,0.98055,0.73349,0.97219,0.33474,0.03189,0.000205723,0.000205723,0.000205723
108,665.36,1.11472,1.06763,0.02608,0.92339,0.96552,0.97583,0.73994,0.92582,0.33399,0.03004,0.000197532,0.000197532,0.000197532
109,671.391,1.17987,1.14756,0.02746,0.92971,0.94871,0.97687,0.75135,0.89371,0.34399,0.02917,0.000189475,0.000189475,0.000189475
110,677.331,1.19023,1.23835,0.02793,0.95057,0.95027,0.98426,0.76355,0.88768,0.32826,0.02887,0.000181557,0.000181557,0.000181557
111,683.303,1.23792,1.20716,0.02966,0.92211,0.95073,0.97956,0.73787,0.9203,0.37575,0.02975,0.00017378,0.00017378,0.00017378
112,689.464,1.19364,1.18259,0.02849,0.90881,0.95182,0.9782,0.73401,0.93063,0.38748,0.03018,0.000166149,0.000166149,0.000166149
113,695.322,1.20643,1.25806,0.02905,0.9554,0.9023,0.97736,0.73182,0.92429,0.38853,0.02997,0.000158667,0.000158667,0.000158667
114,701.163,1.21541,1.19938,0.02758,0.92265,0.95789,0.98136,0.75482,0.86971,0.35843,0.02802,0.000151336,0.000151336,0.000151336
115,707.144,1.20817,1.32512,0.02788,0.91055,0.9549,0.98228,0.75939,0.85559,0.35621,0.02745,0.000144161,0.000144161,0.000144161
116,713.163,1.19621,1.29057,0.02825,0.91424,0.9854,0.98268,0.75628,0.87402,0.3433,0.02823,0.000137143,0.000137143,0.000137143
117,719.408,1.16383,1.17735,0.02836,0.92043,0.99074,0.98654,0.75053,0.89888,0.33642,0.02931,0.000130287,0.000130287,0.000130287
118,725.395,1.19424,1.22604,0.02719,0.96476,0.93906,0.98628,0.75069,0.88743,0.32954,0.0288,0.000123596,0.000123596,0.000123596
119,731.368,1.19221,1.26419,0.02908,0.92302,0.95736,0.98182,0.75216,0.88096,0.34323,0.02851,0.000117072,0.000117072,0.000117072
120,737.368,1.16032,1.16985,0.02724,0.94913,0.97523,0.9842,0.75761,0.88769,0.32853,0.02857,0.000110718,0.000110718,0.000110718
121,743.531,1.17353,1.16091,0.02801,0.94223,0.95593,0.9828,0.75513,0.88972,0.32803,0.02865,0.000104537,0.000104537,0.000104537
122,751.148,1.18004,1.17347,0.027,0.92597,0.95473,0.98084,0.76056,0.86002,0.33521,0.02752,9.85311e-05,9.85311e-05,9.85311e-05
123,758.32,1.20332,1.1833,0.02848,0.93702,0.93541,0.97779,0.75817,0.86637,0.35392,0.02781,9.2704e-05,9.2704e-05,9.2704e-05
124,765.6,1.20433,1.15959,0.028,0.92229,0.94388,0.97723,0.75635,0.87599,0.36143,0.02817,8.70577e-05,8.70577e-05,8.70577e-05
125,772.188,1.16751,1.26201,0.02863,0.94001,0.9559,0.98205,0.75517,0.86753,0.36078,0.0279,8.15947e-05,8.15947e-05,8.15947e-05
126,779.368,1.18469,1.13944,0.02782,0.92478,0.95347,0.98016,0.74777,0.88921,0.37026,0.02877,7.63174e-05,7.63174e-05,7.63174e-05
127,786.036,1.15255,1.11812,0.02718,0.94087,0.97405,0.98552,0.74146,0.9301,0.3516,0.03047,7.12282e-05,7.12282e-05,7.12282e-05
128,793.235,1.20841,1.20964,0.02755,0.92568,0.97817,0.98425,0.7431,0.92955,0.34788,0.03036,6.63292e-05,6.63292e-05,6.63292e-05
129,799.631,1.1316,1.20793,0.02717,0.95534,0.95169,0.98468,0.74929,0.90727,0.34285,0.02933,6.16227e-05,6.16227e-05,6.16227e-05
130,806.472,1.17653,1.19228,0.0278,0.94255,0.96605,0.98673,0.75619,0.89418,0.33435,0.02876,5.71106e-05,5.71106e-05,5.71106e-05
131,812.882,1.18858,1.21918,0.02755,0.95416,0.97775,0.98629,0.75579,0.89003,0.32894,0.02855,5.2795e-05,5.2795e-05,5.2795e-05
132,819.126,1.12715,1.11356,0.02711,0.92005,0.97669,0.98606,0.76064,0.88378,0.32993,0.02842,4.86777e-05,4.86777e-05,4.86777e-05
133,826.1,1.16408,1.06921,0.02747,0.93148,0.98233,0.98479,0.75922,0.88093,0.32611,0.02814,4.47606e-05,4.47606e-05,4.47606e-05
134,832.551,1.18211,1.14907,0.02695,0.94623,0.96718,0.98472,0.75838,0.88227,0.32686,0.02818,4.10454e-05,4.10454e-05,4.10454e-05
135,839.259,1.13726,1.10391,0.02671,0.91854,0.96478,0.98431,0.75712,0.87997,0.33138,0.02813,3.75337e-05,3.75337e-05,3.75337e-05
136,846.779,1.123,1.12886,0.02727,0.93572,0.98165,0.98606,0.76041,0.88572,0.33131,0.02851,3.4227e-05,3.4227e-05,3.4227e-05
137,853.864,1.12737,1.08342,0.02576,0.92838,0.96049,0.98425,0.75133,0.88283,0.33345,0.02835,3.11268e-05,3.11268e-05,3.11268e-05
138,860.435,1.19611,1.25358,0.02861,0.93703,0.96999,0.98432,0.75158,0.89975,0.32597,0.02898,2.82345e-05,2.82345e-05,2.82345e-05
139,867.463,1.11507,1.15253,0.02519,0.90844,0.98312,0.98707,0.75877,0.89609,0.32894,0.02884,2.55513e-05,2.55513e-05,2.55513e-05
140,873.78,1.16289,1.19047,0.02764,0.95237,0.96469,0.98649,0.7577,0.89017,0.33017,0.02859,2.30784e-05,2.30784e-05,2.30784e-05
